HotelName,Address,OriginalRentNight,Discount,AmountPayableNight,Rating,Facility,ReviewRating,RoomQuality,Location
Capital O Mr Guestline,"Bangalore Urbannull, Bangalore·       5.6 km",2985.0,64,1045.0,3.6, Reception  Free Wifi  Power backup  + 12 more,145,Good,BangaloreBangalore
Collection O Sathyajyothi Comforts Near Deepanjali Nagar Metro Station,"Girinagar, Bangalore·       6.2 km",3747.0,65,1311.0,4.2, Doctor on call  Reception  Ticket tour assistance  + 28 more,1044,Very Good,Bangalore
Townhouse OAK SRK White Inn Near Ragigudda Sri Prasanna Anjaneyaswamy Temple,"Koramangala, Bangalore·       5.9 km",4814.0,65,1685.0,4.0, Free Wifi  Power backup  Security  + 11 more,1591,Very Good,Bangalore
Collection O Hotel Supreme Suites Near Sri Amruth Chithra Mandira,"14/15 14 And 15 L V Complex Munireddy Layout Horamavu Banaswadi, Bangalore·       8.6 km",2912.0,66,990.0,3.6, AC  Attached Washroom  TV  + 1 more,973,Good,Bangalore
Capital O Elite Stay Jp Nagar Near Ragigudda Sri Prasanna Anjaneyaswamy Temple,"6th Phase, Bangalore·       7.8 km",3458.0,65,1210.0,3.3, Elevator  Geyser  Power backup  + 3 more,157,very good,Bangalore
OYO Flagship HOTEL SKYSPACE Near Hare Krishna Hill,"Yeswantpur Near Railway Station, Bangalore·       7.3 km",4771.0,67,1536.0,3.9, TV ,411,Good,Bangalore
Super OYO Townhouse 1226 Chethana Clove Hebbal,", Bangalore·       8.9 km",3985.0,64,1395.0,3.2, Elevator  Free Wifi  Geyser  + 4 more,430,very good,Bangalore
SPOT ON Srinivasa Boarding And Lodging Near Vijayanagar Metro Station,"Near N R Colony, Sajjepalya, Bangalore·       8.5 km",2328.0,67,750.0,4.3, Parking facility  Reception  Free Wifi  + 11 more,791,Very Good,Bangalore
Super OYO Collection O Amazing Inn Near Ragigudda Sri Prasanna Anjaneyaswamy Temple,"Bhuvanappa Layout, Bangalore·       4.6 km",5107.0,65,1787.0,2.5, Reception  Power backup  Security  + 22 more,179,very good,Bangalore
OYO Townhouse 76427 Hotel Skyline Near Banashankari Metro Station,"B S K 2nd Stage, Bangalore·       7.3 km",5065.0,65,1773.0,3.1, Hair Dryer  Free Wifi  AC  + 4 more,335,very good,Bangalore
Capital O Champion Lotus Near Mantri Square Mall,"Near IIFT, Vijayanagar, Bangalore·       5.4 km",4958.0,65,1735.0,4.4, Reception  Free Wifi  Caretaker  + 21 more,480,Very Good,Bangalore
Capital O Choice Regal Suites Near Ragigudda Sri Prasanna Anjanayeswamy Temple,"Centrally Located, Near Sagar Hospital, Hombegowda Nagar, Bangalore·       4.8 km",4765.0,64,1668.0,4.3, AC  TV  Mini Fridge  + 2 more,1325,Very Good,Bangalore
Collection O Sukhi Palace Near Ragigudda Sri Prasanna Anjaneyaswamy Temple,"South Zone, Bangalore·       5.5 km",2912.0,65,1015.0,3.6, Elevator  Free Wifi  Geyser  + 7 more,152,Good,Bangalore
OYO Kings 10 Near Snow City,"Centrally Located, Near, HMT Layout Bus Stop, R.T.Nagar, Bangalore·       6.0 km",4902.0,64,1716.0,4.2, Parking facility  Reception  Free Wifi  + 10 more,1271,Very Good,Bangalore
OYO 81895 Nr Homes,"BTM Layout, Bangalore·       6.8 km",2172.0,56,949.0,3.5, Hair Dryer  Parking facility  Reception  + 19 more,750,Good,Bangalore
Capital O Prime Residency,"Near Perseverance HBR, Saint Thomas Town, Bangalore·       6.3 km",3827.0,65,1339.0,4.3, Reception  Free Wifi  Power backup  + 11 more,658,Very Good,Bangalore
Collection O Ctc Gardenia Residency Near Lalbagh Botanical Garden,"Opp Urvashi Theatre, Bangalore·       2.0 km",5488.0,65,1921.0,4.0, Parking facility  Reception  Free Wifi  + 12 more,0,NEW,Bangalore
Super OYO Townhouse 1225 Chethana Inn,"560013, Bangalore·       9.0 km",3985.0,64,1395.0,4.5, Hair Dryer  Parking facility  Free Wifi  + 13 more,336,Excellent,Bangalore
Collection O Royal Elevar,"Dasarahalli, Bangalore·       9.9 km",2915.0,65,1018.0,3.7, Free Wifi  Power backup  King Sized Bed  + 2 more,766,Good,Bangalore
OYO GN Collection O Near Rajajinagar Industrial Estate,"Centrally Located, Near A D Halli Park, Housing Board, Bangalore·       6.3 km",4112.0,65,1439.0,4.5, Parking facility  Reception  Free Wifi  + 18 more,934,Excellent,Bangalore
Super OYO Flagship Aaira Inn Near Uttam Sagar,"Near Uttam Sagar, Banaswadi main road, Bangalore·       6.7 km",5431.0,67,1749.0,3.4, AC  TV ,646,very good,Bangalore
Townhouse 038 Global Wings Hotels Near Sri Amruth Chithra Mandira,"Kammanahalli, Bangalore·       8.1 km",4337.0,65,1518.0,4.2, Elevator  Free Wifi  Geyser  + 4 more,103,Very Good,Bangalore
OYO Townhouse 078 DODDA BANASWADI,"Near Udupi Upachar, Lakshmamma Layout, Bangalore·       7.6 km",7781.0,65,2723.0,3.5, Elevator  Geyser  Power backup  + 3 more,99,Good,Bangalore
Flagship Elite Stay Near Ragigudda Sri Prasanna Anjaneyaswamy Temple,"Jp Nagar, Bangalore·       7.8 km",3357.0,65,1175.0,3.1, Elevator  Free Wifi  Geyser  + 4 more,159,very good,Bangalore
Collection O 812391 Sri Skanda Inn,"Venugopal Reddy Layout, Bangalore·       9.8 km",4492.0,65,1572.0,5.0, Parking facility  Reception  Power backup  + 10 more,0,Fabulous,Bangalore
OYO Flagship 92604 Sp Residency Near Ragigudda Sri Prasanna Anjaneyaswamy Temple,"Btm 2nd Stagenull, Bangalore·       6.7 km",2542.0,64,890.0,4.0, Elevator  Reception  Free Wifi  + 6 more,0,NEW,Bangalore
Townhouse OAK Hotel Prime,"Near Karnataka Bank, Babusapalya Main Road, Bangalore·       8.2 km",5144.0,65,1800.0,4.5, Free Wifi  Power backup  Security  + 11 more,848,Excellent,Bangalore
OYO Flagship NR Residency Near Nexus Mall Koramangala,"Near Teacher's colony Park, Jakkasandra, Bangalore·       7.2 km",2999.0,64,1050.0,3.4, Free Wifi  Power backup  CCTV cameras  + 7 more,232,very good,Bangalore
Flagship Sri Hari Premium Comforts Near Sandhya Digital 4K Theatre,"Near KLM Finvest, HSR layout sector7, Bangalore·       8.5 km",3212.0,65,1124.0,3.2, Free Wifi  TV  AC ,189,very good,Bangalore
OYO 18544 Amm Residency,"Mavalli, Bengaluru·       2.5 km",4324.0,65,1513.0,3.3, Parking facility  Free Wifi  Power backup  + 11 more,187,very good,
Capital O N R Comforts Near Nexus Mall Koramangala,"Koramangala, Bangalore·       5.1 km",3941.0,65,1379.0,3.0, Parking facility  Free Wifi  Geyser  + 8 more,13,very good,Bangalore
Collection O Hotel Status Executive Room's,"Near Old Airport Road, Bangalore·       6.7 km",4468.0,65,1564.0,3.6, Elevator  Parking facility  Free Wifi  + 8 more,54,Good,Bangalore
OYO Townhouse 82047 Srk Live Inn Castle Near Ragigudda Sri Prasanna Anjaneyaswamy Temple,"Bangalore Urban, Bangalore·       4.5 km",4785.0,64,1675.0,3.7, Elevator  Free Wifi  CCTV cameras  + 3 more,916,Good,BangaloreBangalore
Super OYO Kings Suites Near ITC Factory,"Near MSO Colony, Maruthi Seva Nagar, Bangalore·       5.0 km",5489.0,65,1921.0,3.5, AC  TV ,252,Good,Bangalore
OYO 8501 ABHIMAANI COMFORTS,Kanakpura main road metro pillar number 45 nearby Banashankari metro station JP Nagar·       7.0 km,3567.0,65,1248.0,3.3, Free Wifi  AC  TV  + 2 more,217,very good,
OYO Hotel Ramana Inn Near Hare Krishna Hill,"Near Apollo Phaacy, Mathikere Main Road, Bangalore·       8.1 km",2832.0,65,991.0,4.7, TV  Reception  Caretaker  + 9 more,506,Excellent,Bangalore
OYO Home Leva Homes Near Baiyappanahalli Metro Station,"Mahadevapura Zone, Bangalore·       9.0 km",3434.0,65,1202.0,3.7, Private entrance  Elevator  Free Wifi  + 7 more,984,Good,Bangalore
SPOT ON Krishnaa Comforts Near Cubbon Park,"Shivaji Nagar, Bangalore·       2.1 km",3554.0,65,1244.0,3.4, Parking facility  Reception  Free Wifi  + 16 more,284,very good,Bangalore
Collection O 811788 Liva Residency,"HRBR Layout, Bangalore·       8.1 km",3311.0,65,1159.0,4.2, Parking facility  Elevator  Free Wifi  + 9 more,707,Very Good,Bangalore
Super OYO Collection O 85404 Valleyton Park,"Near Manyata Tech Park,HBR Layout,Outer Ring Road,Bangalore·       8.4 km",4542.0,64,1590.0,4.0, Parking facility  Ticket tour assistance  Reception  + 20 more,546,Very Good,Bangalore
Flagship Hotel Sai Orchid,"Bannerghatta Main Road Bengaluru, Bangalore·       8.0 km",4165.0,64,1458.0,2.3, Parking facility  Free Wifi  Power backup  + 5 more,259,very good,Bangalore
OYO Home Crystal Inn Near Ragigudda Sri Prasanna Anjaneyaswamy Temple,"Bilekahalli, Bangalore·       7.9 km",3758.0,65,1315.0,3.7, Doctor on call  Reception  Concierge  + 22 more,612,Good,Bangalore
OYO Royal Inn Near Iskcon Temple Bangalore,"Near 14th Main Road, Rajaji Nagar, Bangalore·       4.7 km",3809.0,65,1333.0,4.0, Reception  Free Wifi  Power backup  + 13 more,102,Very Good,Bangalore
Flagship My Own Nest Near Ragigudda Sri Prasanna Anjaneyaswamy Temple,"Near Srinivasa Temple, Bangalore·       5.4 km",3838.0,65,1343.0,3.6, Hair Dryer  Free Wifi  Power backup  + 10 more,535,Good,Bangalore
OYO Home Exotic Stay Bsk 3rd Stage,"Katriguppe, Bangalore·       7.0 km",4314.0,65,1510.0,3.1, Private entrance  Elevator  Free Wifi  + 6 more,205,very good,Bangalore
Hotel Telehaus International Near Lalbagh Botanical Garden,"Near Karnataka Bank, Shanti Nagar, Bangalore·       1.4 km",5998.0,65,2099.0,3.3, Doctor on call  Reception  Public washroom  + 28 more,48,very good,Bangalore
OYO Flagship 810144 Sunder Nivas,"Yeshwantpur, Bangalore·       8.6 km",2494.0,65,873.0,3.9, Free Wifi  Geyser  Power backup  + 2 more,349,Good,Bangalore
Collection O Onyx International Near Ragigudda Sri Prasanna Anjaneyaswamy Temple,"Karnatakanull, Bangalore·       4.8 km",4771.0,65,1670.0,3.3, Elevator  Free Wifi  Geyser  + 4 more,151,very good,Bangalore
Collection O 808132 Status Suites,"Bangalore , Bangalore·       5.4 km",4468.0,65,1564.0,3.3, Free Wifi  TV  AC ,143,very good,BangaloreBangalore
OYO Flagship 79381 DM Residency Near Goraguntepalya Metro Station,"Rajarajeshwari Nagar Zone, Bangalore·       9.2 km",3491.0,65,1222.0,4.0, Reception  Free Wifi  Caretaker  + 10 more,615,Very Good,Bangalore
Capital O 81407 R R Residency,"Karnataka 560094, Bangalore·       6.7 km",6524.0,65,2283.0,4.2, Parking facility  Cot  Free Wifi  + 20 more,1277,Very Good,Bangalore
Capital O SS Suites Near Ragigudda Sri Prasanna Anjaneyaswamy Temple,Above Vishal Mega mart·       8.3 km,4234.0,65,1482.0,3.6, Elevator  Free Wifi  Geyser  + 3 more,87,Good,
Collection O Hotel Hemadri Residency,"Opp Saraswati Kalyana Mantapa, Bangalore·       5.1 km",4475.0,65,1566.0,3.0, Reception  Free Wifi  Power backup  + 11 more,432,very good,Bangalore
OYO Flagship 28067 Shree Stays ,"Near RNS motors, Bannerghatta Road, Bangalore·       9.1 km",3034.0,65,1062.0,2.8, Private entrance  Reception  Free Wifi  + 13 more,222,very good,Bangalore
Flagship Hotel Amster Inn,"Near Mysore RD. Metro Station, FCI Layout, Bangalore·       7.4 km",4497.0,65,1574.0,5.0, Reception  Power backup  24/7 check-in  + 24 more,0,Fabulous,Bangalore
Palette - Hotel Metro View Inn,"India, Bangalore·       7.4 km",3865.0,47,2029.0,3.3, Elevator  Free Wifi  Geyser  + 7 more,731,very good,Bangalore
OYO Flagship V R Residency Near Sri Amruth Chithra Mandira,"Centrally Located, Near 4th block, HBR Layout, Bangalore·       8.0 km",4497.0,65,1574.0,3.2, Ticket tour assistance  Reception  Caretaker  + 27 more,109,very good,Bangalore
Capital O Gn Suites Near OM SHAKTHI TEMPLE,"Near Sub Registrar Office, Banaswadi, Bangalore·       7.4 km",4954.0,65,1734.0,3.2, Parking facility  Free Wifi  AC  + 11 more,17,very good,Bangalore
Collection O B Six Hotel,"Kalasipalyam Main Road, Bangalore·       2.1 km",6832.0,65,2391.0,2.3, Free Wifi  Geyser  Power backup  + 2 more,0,very good,Bangalore
OYO Townhouse 076 Hebbal,"Dasarahalli, Bangalore·       9.3 km",8302.0,65,2906.0,3.9, Doctor on call  Private entrance  Parking facility  + 17 more,727,Good,Bangalore
SPOT ON 810517 Helloworld Castle Prague,"BTM 1st Stage, Bangalore·       6.6 km",4714.0,65,1650.0,4.2, Elevator  Free Wifi  Geyser  + 3 more,144,Very Good,Bangalore
Collection O 809961 New Royal Serenity Inn,"India , Bangalore·       7.9 km",4853.0,68,1510.0,3.5, Elevator  Free Wifi  Geyser  + 4 more,0,Good,Bangalore
Capital O 703044 VMK Paradise,"India , Bangalore·       7.5 km",5359.0,64,1876.0,3.9, Living Room  Reception  Free Wifi  + 16 more,256,Good,Bangalore
Collection O Ira International Boutique Hotel,"India, Bangalore·       4.4 km",6318.0,65,2211.0,3.5, Elevator  Free Wifi  Geyser  + 4 more,16,Good,Bangalore
OYO 13670 Skylark Service Apartment ,"Near Big Boys Cars, HRBR Layout, Bangalore·       7.9 km",5467.0,65,1913.0,2.4, Hair Dryer  Reception  Free Wifi  + 10 more,315,very good,Bangalore
OYO Flagship 69693 The Royal Park ,"Near OYE Amritsar, New Tippasandra, Banglore·       5.8 km",5157.0,65,1805.0,2.8, Elevator  Reception  Free Wifi  + 6 more,73,very good,
OYO Flagship 81138 Gm royals,"Karnataka, Bangalore·       9.6 km",2885.0,64,1010.0,3.1, AC  TV ,23,very good,Bangalore
OYO Home Kkr New Town Near Sri Amruth Chithra Mandira,"Kalyan Nagar, Bangalore·       8.2 km",2062.0,72,572.0,3.3, Free Wifi  Geyser  Power backup  + 3 more,231,very good,Bangalore
Flagship White Fort Near Lalbagh Botanical Garden,"Dispensary Rd, Kalasipalya,Bangalore·       2.6 km",,47,,4.3, Parking facility  Elevator  Free Wifi  + 8 more,1041,Very Good,Bangalore
Super OYO Flagship Aayush Corporate Stays Near Nexus Mall Koramangala,"Near Maharaja Signal, Kormangala, Bangalore·       5.8 km",,47,,4.1, Hair Dryer  Free Wifi  Power backup  + 13 more,944,Very Good,Bangalore
OYO Flagship 37297 N R Deluxe,"Near Prashant Hospital, Bangalore·       8.2 km",,47,,2.2, Reception  Free Wifi  Power backup  + 11 more,59,very good,Bangalore
OYO Flagship Olivia Comforts Near Nexus Mall Koramangala,"Near Eat Street, Kormangala, Bangalore·       5.0 km",,47,,4.1, Reception  Free Wifi  Power backup  + 18 more,1209,Very Good,Bangalore
Capital O Elegant Amethyst Business Hotel Near Ragigudda Sri Prasanna Anjaneyaswamy Temple,"5th Block, Jayanagar, Bangalore·       5.9 km",,47,,3.4, Doctor on call  Reception  Power backup  + 23 more,1958,very good,Bangalore
Super OYO Hotel Resida Elite Service Apartments Near Sri Someshwara Swami Temple,"Near Domlur Bridge, Indiranagar, Bangalore·       5.6 km",,47,,5.0, Parking facility  Free Wifi  Power backup  + 10 more,1167,Fabulous,Bangalore
SPOT ON 811611 Hotel Sri Thirumala Paradise,"Sevashrama, Bangalore·       2.8 km",,47,,3.4, Private entrance  Doctor on call  Reception  + 19 more,70,very good,Bangalore
Santa Maria Near Indiranagar Metro Station,"Jeevan Bhima Nagar, Bangalore·       6.8 km",,47,,4.2, Free Wifi  Geyser  Power backup  + 2 more,1004,Very Good,Bangalore
Collection O Naidu Palace Near Iskcon Temple Bangalore,"Near Dhobi Ghat junction, Rajajinagar, Bangalore·       5.2 km",,47,,4.3, Hair Dryer  Reception  Free Wifi  + 11 more,702,Very Good,Bangalore
SPOT ON 810480 Canton Lodging And Boarding,"Karnataka, Bangalore·       5.2 km",,47,,3.3, Free Wifi  Power backup  Daily housekeeping  + 8 more,21,very good,Bangalore
Super OYO Capital O Hotel Shanti Nivas Near Hare Krishna Hill,"Near Yeshwanthpur , Sri Raghavendra Layout, Bangalore·       8.3 km",,47,,4.2, Elevator  Free Wifi  Geyser  + 4 more,769,Very Good,Bangalore
Super OYO Collection O Compact Green View Near Nexus Mall Koramangala,"Near Ejipura Bus stand, Ashwini Layout, Bangalore·       5.0 km",,47,,4.9, Parking facility  Reception  Free Wifi  + 14 more,2225,Fabulous,Bangalore
Collection O Hotel Palm Tree,"Near Halasuru Metro Station, Ulsoor, Bangalore·       3.9 km",,47,,4.4, Parking facility  Free Wifi  Power backup  + 6 more,1257,Very Good,Bangalore
Capital O Savi International Near Bengaluru Palace,"Near Mantri Square Mall, Sheshadripuram, Bangalore·       3.2 km",,47,,4.1, Reception  Caretaker  Power backup  + 12 more,991,Very Good,Bangalore
SPOT ON Happy Stay Near Sri Amruth Chithra Mandira,"Rt Nagar Post, Bangalore·       7.0 km",,47,,4.0, Free Wifi  Geyser  Power backup  + 2 more,424,Very Good,Bangalore
OYO Hotel Blue Inn,"Near Bilal masjid, Gurappanapalya, Bangalore·       5.7 km",,47,,3.5, Reception  Free Wifi  Power backup  + 13 more,1390,Good,Bangalore
Rajmahal Comforts Near Hare Krishna Hill,"Near Maha Bazar, New Bel Road, Bangalore·       7.9 km",,47,,3.2, Free Wifi  Geyser  Power backup  + 7 more,496,very good,Bangalore
SPOT ON A Class Suites Near Hare Krishna Hill,"Bangalore Urban, Bangalore·       7.0 km",,47,,5.0, TV  Reception  Wakeup service  + 6 more,850,Fabulous,BangaloreBangalore
Super OYO Townhouse 149 Siri Residency,"Bhuvaneswari Nagar, Bangalore·       9.5 km",,47,,4.4, AC  TV ,945,Very Good,Bangalore
OYO Corner Golf View Near Sri Someshwara Swami Temple,"Domlur, Bangalore·       5.6 km",,47,,3.3, Cot  Power backup  Bedside Table / Desk  + 23 more,710,very good,Bangalore
OYO Royal Residency Near Hare Krishna Hill,"Near Taj Yeshwantpur, M S K Nagar, Bangalore·       8.7 km",,47,,4.0, Private entrance  Reception  Power backup  + 15 more,240,Very Good,Bangalore
Collection O 62387 Emara Grand Hotel,"H S R Layout, Bangalore·       7.9 km",,47,,4.2, Parking facility  Reception  24x7 Facility Manager  + 18 more,104,Very Good,Bangalore
Super OYO Townhouse 430 Everest Hotel Near Chennai Central,"Opp Chennai Central Railway Station , PH Road·       0.3 km",4742.0,64,1660.0,4.0, TV  Private entrance  Parking facility  + 14 more,4977,Very Good,Chennai
SPOT ON Central Inn,"Periyamedu Central Opposite To Canara Bank, Chennai·       0.1 km",1847.0,66,617.0,3.5, Elevator  Free Wifi  Geyser  + 4 more,1165,Good,Chennai
Flagship Sea View Inn,"Near New Washermanpet Metro Station,Tondiarpet, Chennai.						·       6.5 km",2016.0,68,626.0,4.1, Hair Dryer  Parking facility  Reception  + 19 more,120,Very Good,Chennai
SPOT ON Jayanthi Mansion,"Near Batcha Theatre, Thatha Muthiappan Street, Chennai·       2.0 km",1707.0,65,597.0,3.7,"AC,TV",162,Good,Chennai
OYO SUN PARK INN Chennai Central,"Near Egmore Railway Hospital, Periamet, Chennai·       0.3 km",4037.0,65,1413.0,3.6, Private entrance  Reception  Power backup  + 13 more,112,Good,Chennai
OYO The Park View Inn					,"opp to Indian Oil,Church Road,Vepery.·       1.2 km",2804.0,65,981.0,4.7, Free Wifi  CCTV cameras  Card payment  + 4 more,2203,Excellent,
Super OYO Townhouse 1060 Anna Salai Near Marina Beach,"Near US Embassy, Royapettah·       3.3 km",5291.0,65,1852.0,3.4, Reception  AC  TV  + 7 more,1098,very good,
Townhouse 1154 Mount Road Rich Mount Near Marina Beach,"Rich Mount, Ritchi Street, Anna Salai Chennai·       1.8 km",5715.0,65,2000.0,3.5, Free Wifi  TV  AC ,101,Good,Chennai
Collection O Hotel Sudha Inn Near Sangam Cinemas,Near to egmore and chennai central railway station·       1.7 km,3664.0,65,1255.0,4.2, Hair Dryer  Reception  Free Wifi  + 19 more,263,Very Good,chennai
OYO Elite Residency,"Perimet,Central Railway Station,Central.						·       0.2 km",3077.0,65,1077.0,2.9, Free Wifi  Geyser  Power backup  + 5 more,1058,very good,
Flagship Jayam Residency Tiruvottiyur Near Tiruvottriyur Theradi Metro Station,"Near Theradi Metro Station,Tiruvottiyur ,Chennai.						·       9.3 km",1856.0,66,621.0,3.2, Free Wifi  Power backup  Card payment  + 13 more,115,very good,Chennai
Capital O Admire Suit Hospitality ,"Triplicane, D1 Police station, Adam market Big Mosque ·       2.1 km",4114.0,65,1440.0,3.4, Doctor on call  Reception  Concierge  + 106 more,881,very good,
SPOT ON Dream Palace Guest House Near Marina Beach,"Triplicane High Road, Chennai·       2.0 km",1847.0,67,595.0,4.1, Reception  Daily housekeeping  CCTV cameras  + 3 more,1121,Very Good,Chennai
Super OYO Dreams Manor Near Sangam Cinemas,Kilpauk Chennai·       2.1 km,5187.0,65,1815.0,3.1, Free Wifi  Geyser  Power backup  + 2 more,527,very good,Chennai
OYO Townhouse 1096 Hotel Redfox Nungambakkam Near Apollo & Shankar Nethralaya Hospital,"Valluvar Kottam High Road, Chennai·       3.8 km",5382.0,64,1884.0,5.0, Elevator  Free Wifi  Geyser  + 4 more,0,Fabulous,Chennai
Collection O 812359 Golden Tower,"Chennai, Chennai·       0.4 km",4562.0,64,1597.0,4.4, Reception  Free Wifi  Power backup  + 16 more,923,Very Good,ChennaiChennai
SPOT ON JAYAM RESIDENCY,Near Arumbakkam Metro Station·       6.8 km,1811.0,70,529.0,4.0, Parking facility  Ticket tour assistance  Reception  + 11 more,0,NEW,
OYO Flagship 813053 The prince Park,"India, Chennai·       8.4 km",3591.0,65,1257.0,1.0, Reception  Power backup  Security  + 36 more,11,very good,Chennai
Collection O Royal Residency Near Albert Theatres,"600001, Chennai·       0.6 km",3300.0,71,949.0,4.1, TV  Parking facility  Free Wifi  + 6 more,1310,Very Good,Chennai
OYO Townhouse 850 The Redfox Hotels Near US CONSULATE,"Near US Consult, Gemini Bridge, Nungambakkam, Chennai·       5.0 km",5125.0,67,1650.0,2.9, Free Wifi  Geyser  CCTV cameras  + 4 more,92,very good,Chennai
SPOT ON 45468 Kumarans Inn,"Near MA Chidambaram Stadium, Triplicane, Chennai·       2.2 km",1892.0,68,599.0,3.3, Hair Dryer  Parking facility  Private entrance  + 9 more,462,very good,Chennai
Super OYO Townhouse 056 T Nagar Chennai Near AGS Cinemas T Nagar,"Near tnagar bus stop, Parthasarathi Puram, Chennai·       5.8 km",7062.0,65,2472.0,4.1, Reception  AC  Security  + 12 more,2220,Very Good,Chennai
Super OYO Townhouse 1116 G SILVER HOTELS Near US Consulate,"Royapettah, Chennai·       3.2 km",5675.0,65,1986.0,4.2, TV  Queen Sized Bed  Queen Sized Bed  + 6 more,391,Very Good,Chennai
SPOT ON 75475 Cn Guest House,"Opp TO Vijay Park, Arumbakkam, Chennai·       6.7 km",2219.0,67,715.0,3.4, Free Wifi  Geyser  Power backup  + 6 more,788,very good,Chennai
Flagship Arunachala Guest House,NEAR BY CMBT BUS STAND & Passport and medical verification centre·       9.0 km,2829.0,65,990.0,3.5, Elevator  Reception  Free Wifi  + 8 more,294,Good,
OYO Flagship 64090 Hotel SPN ,"Near Express Estate, Chennai·       2.4 km",3355.0,65,1174.0,2.3, Free Wifi  Geyser  Power backup  + 2 more,109,very good,Chennai
SPOT ON Jayam Annex Residency,Loganathan Nagar 2nd Street·       6.6 km,2194.0,65,768.0,3.2, TV  Parking facility  AC  + 15 more,489,very good,
OYO Flagship 813257 Hema Homes,"Velayutham Colony, Chennai·       8.4 km",2912.0,65,1010.0,4.0, Reception  Free Wifi  AC  + 7 more,0,NEW,Chennai
Super OYO Pride Hospitality Nungambakkam,"Near GG fertility hosppital, Tirumurthy Nagar, Chennai·       4.0 km",5951.0,65,2083.0,4.2, Reception  Daily housekeeping  Pet friendly  + 5 more,398,Very Good,Chennai
OYO Townhouse 834 Jp Paradise Near PVR Cinemas Skywalk,"Anna Avenue,Rathnapuri Layout, Koyambedu, Chennai·       7.6 km",4668.0,65,1634.0,3.3, Parking facility  Reception  Free Wifi  + 9 more,349,very good,Chennai
SPOT ON The Grand Guest House Near PVR Cinemas Skywalk,"Zone 8 Anna Nagar, Chennai·       6.8 km",1698.0,72,469.0,3.7, Free Wifi  Geyser  AC  + 3 more,946,Good,Chennai
Collection O 811694 Lloyds inn T nagar,"Tamil Nadu, Chennai·       5.2 km",5034.0,65,1762.0,3.8, Parking facility  Reception  Free Wifi  + 11 more,20,Good,Chennai
OYO Flagship 15148 Sky Pix Near Kasi Talkies,"Near Jaya TV, Defence Colony, Chennai·       9.6 km",4077.0,65,1427.0,3.2, Elevator  Free Wifi  Geyser  + 4 more,538,very good,Chennai
OYO Flagship 812323 Sjs Guest House,"Chennai, Chennai·       4.8 km",3887.0,65,1360.0,2.3, Private entrance  Parking facility  Reception  + 21 more,0,very good,ChennaiChennai
OYO Townhouse 142 Vadapalani,"Arumbakkam(mmda Bustop), Chennai·       6.7 km",6767.0,65,2368.0,3.7, Free Wifi  Geyser  Power backup  + 2 more,653,Good,Chennai
OYO Flagship 812773 Sri Guest House,"Velayutham Colony, Chennai·       8.3 km",3384.0,65,1184.0,1.9, Parking facility  Reception  Free Wifi  + 7 more,0,very good,Chennai
SPOT ON Grand Residency					,"VV Koil Street,Periyamedu,Central Metro Station,CENTRAL.						·       0.1 km",1707.0,73,449.0,2.6, Elevator  Free Wifi  Geyser  + 6 more,603,very good,
SPOT ON Grand Residency Near Marina Beach,"Triplicane, Chennai·       2.0 km",,47,,3.8, Reception  Free Wifi  Daily housekeeping  + 4 more,539,Good,Chennai
Collection O G Silver Hotels Mount Road  ,"Near Triplicane High Road, Triplicne, Chennai·       2.3 km",,47,,4.1, AC  TV ,1567,Very Good,Chennai
OYO Townhouse 227 Royapettah Near U.S Consulate,"95, Gowdia Mutt RD, Near Express Avenune Mall·       3.7 km",,47,,4.2, Reception  Washing Machine  Power backup  + 51 more,1868,Very Good,
Flagship T.Nagar ,"Near Panagal Park T.Nagar, Chennai·       6.7 km",,47,,4.0, Parking facility  Reception  Free Wifi  + 21 more,750,Very Good,Chennai
Super OYO Collection O 805192 G Silver Ashok Nagar,"600001, Chennai·       7.3 km",,47,,4.6, Free Wifi  AC  TV  + 2 more,710,Excellent,Chennai
OYO Home G-cloud Near Thirumangalam Metro Station,"Thiruvallur District, Chennai·       9.6 km",,47,,4.3, Reception  Free Wifi  Power backup  + 10 more,1491,Very Good,Chennai
Collection O 701582 Pride Hospitality US Consulate,Opposite US Consulate·       3.7 km,,47,,3.4, Parking facility  Reception  Free Wifi  + 15 more,176,very good,
Super OYO Townhouse 1067 Orchid Residency Nandanam,"Near T Nagar Pondy Bazzar, 1st Ext Nandanam, Chennai·       6.7 km",,47,,4.6, Elevator  Free Wifi  Geyser  + 5 more,1416,Excellent,Chennai
Super OYO Collection O sunshine Residency Near PVR SPI Palazzo Chennai,"Near Soorya Hospital, Saligramam, Chennai·       8.1 km",,47,,4.8, AC  TV ,303,Excellent,Chennai
SPOT ON Sr Spring Residency Near Pvr Spi Palazzo Chennai,"AVM studio,Vadapalani·       8.2 km",,47,,3.2, Free Wifi  Geyser  Power backup  + 5 more,194,very good,
SPOT ON 702365 New Golden Star Guest House Near Thirumangalam Metro Station,"Padinull, Chennai·       8.7 km",,47,,4.3, Reception  Free Wifi  Caretaker  + 11 more,144,Very Good,Chennai
OYO Townhouse 1090 G Silver Nungambakkam Near AGS Cinemas T Nagar,Near US consulate Nungambakkam·       4.1 km,,47,,4.8, Hair Dryer  Reception  Free Wifi  + 17 more,1050,Excellent,
